Action Crime Drama Thriller,https://m.media-amazon.com/images/M/MV5BYzBhY2E0OWYtYzRmNC00ZGY3LTllODYtNTExM2FmYTFkMGUwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0106519,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of NYC.",3.604166667,10/11/93,144,Carlito's Way
Horror,https://m.media-amazon.com/images/M/MV5BOGIxYmUyZmUtMDRiOC00ZjdkLThjZmMtOGZmMjYxNTlkMGU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0106557,"Arriving in Gatlin, Nebraska, a news-reporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the corn-stalks and try to stop them before they carry out their plans.",3.7,29/01/93,92,Children of the Corn II: The Final Sacrifice
Drama Crime,https://m.media-amazon.com/images/M/MV5BN2MzNWVmZWQtMGFhNy00NTRlLWE3YmQtYmNjMzQ5NjlhM2VkL2ltYWdlXkEyXkFqcGdeQXVyMDM0NzcxMQ@@._V1_SX300.jpg,tt0106579,"Peter Winter is a young schizophrenic who is desperately trying to get his daughter back from her adoptive family. He attempts to function in a world that, for him, is filled with strange voices, electrical noise, disconcerting images, and jarringly sudden emotional shifts. During his quest, he runs afoul of the law and an ongoing murder investigation.",3.164627771,5/09/93,79,CleanU+002CShaven
Comedy,https://m.media-amazon.com/images/M/MV5BOGFkZmQyM2EtMzQ4My00NjUzLWE0MGYtYTczNzRhNDQxODUwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0106611,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",3.252747253,30/09/93,98,Cool Runnings
Horror,https://m.media-amazon.com/images/M/MV5BYzhhZjVhMTItODI5Mi00Y2VhLWI5OGYtMDhiODRiNTY1ZjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0106636,A demon is trapped in a monastery. 400 years later a young girl arrives at the monastery to study.,2.5,14/05/88,84,Catacombs
Drama,https://m.media-amazon.com/images/M/MV5BNzg1ZjgxNDAtNmVmZC00ODM2LWEyY2EtMzk2ODU2MThhMDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0106660,"A New York film director, working on his latest movie in Los Angeles, begins to reflect the actions in his movie and real life, especially when he begins an affair with the lead actress.",3.515625,19/11/93,108,Dangerous Game
Comedy Thriller,https://m.media-amazon.com/images/M/MV5BMTU0MjYzMTk2M15BMl5BanBnXkFtZTYwOTI4Mjg5._V1_SX300.jpg,tt0106671,"In August, 1991, Estonia reclaims its independence from the USSR and brings to its national bank nearly $1 billion in gold bullion hidden in Paris for 50 years. Russian mobsters have a bold plan to hijack the gold after shutting down the capital's power at midnight. For this they need Toivo, an electrical technician. His wife is pregnant and she urges him to take the job (""$5000 buys lots of baby food""). After Toivo leaves for the plant, his wife goes into labor. Birth and blackout happen simultaneously; the baby needs an incubator, but there's no power. Jealousies within the Mob undercut the plan's smooth operation, and soon the Mob has Toivo to deal with as well.",1.928571429,6/06/93,99,Darkness in Tallinn
Romance Drama,https://m.media-amazon.com/images/M/MV5BMTcyMjkxMDI4NF5BMl5BanBnXkFtZTcwMjMzMTgxMQ@@._V1_SX300.jpg,tt0106678,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town.",3.2,20/05/93,106,I Don't Want to Talk About It
Horror Thriller ScienceFiction Action Fantasy,https://m.media-amazon.com/images/M/MV5BODQzMzFiMTktNDJhMC00OWMxLTk1ZjgtNjE3MGRjYWIwMTg3XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg,tt0106743,"The Demonic Toys are back, so policewoman Judith Grey seeks the help of 12 inch tall Dollman and his 12 inch tall girlfriend, Nurse Ginger. The Toys hole up in an evil deserted toy factory and it's up to Dollman to keep the Toys from summoning the powers of darkness to the Earth.",3.846417445,13/10/93,64,Dollman vs. Demonic Toys
Action Adventure Comedy ScienceFiction,https://m.media-amazon.com/images/M/MV5BMGZjNGUyMmEtNDIwYy00NWVjLTk4YzUtYTRiYjBhZDQ0ZmJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0106761,"Set 15 years in the future in post-earthquake California, where San Diego and Los Angeles are merged into one city, two teenage brothers have half of a powerful ancient Chinese talisman. An evil gang leader named Bo Abobo has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power of the magical Double Dragon medallion.",3.400215363,4/11/94,89,Double Dragon
Comedy,https://m.media-amazon.com/images/M/MV5BYTM0MzRjMzgtNjcwMy00NWE5LThmMjEtZTNjNTlkMTcxZjQ4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0106873,"A spoof of the late 80s and early 90s suspense thrillers and murder mysteries, including Basic Instinct, Sleeping With The Enemy, Cape Fear and others. A cop/attorney (yes he's both) is seduced by a woman while his wife is having an affair with a mechanic. Lots of other sublots and visual gags in the style of Naked Gun.",3.333333333,29/10/93,91,Fatal Instinct
Adventure Action Thriller Crime Mystery,https://m.media-amazon.com/images/M/MV5BYmFmOGZjYTItYjY1ZS00OWRiLTk0NDgtMjQ5MzBkYWE2YWE0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0106977,"Wrongfully accused of murdering his wife, Richard Kimble escapes from the law in an attempt to find her killer and clear his name. Pursuing him is a team of U.S. marshals led by Deputy Samuel Gerard, a determined detective who will not rest until Richard is captured. As Richard leads the team through a series of intricate chases, he discovers the secrets behind his wife's death and struggles to expose the killer before it is too late.",3.319727891,6/08/93,130,The Fugitive
Thriller Drama,https://m.media-amazon.com/images/M/MV5BOWMxZmYwNjUtMDZjYi00ZDNhLThlZDYtNGNkM2JlNDAyNTBmXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,tt0107046,"Justin Thorne is a liberal arts professor. One of his college students is Jennifer Carter. She seduces Justin, then accuses him of rape. But it turns out that she has an unusual relationship with her father.",3.5,29/07/93,90,Gross Misconduct
Romance Fantasy Drama Comedy,https://m.media-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0107048,"A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.",3.301652893,11/02/93,101,Groundhog Day
Drama Thriller,https://m.media-amazon.com/images/M/MV5BZDhiN2YxMTUtYjg1NC00MjhjLWE5OTMtYjI2NTQyYTU0MjQyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0107057,"Before a criminal lawyer knows what has happened, she is forced to defend a wife killer she knows is guilty.",3.539497307,4/06/93,107,Guilty as Sin
Action Adventure Crime Thriller,https://m.media-amazon.com/images/M/MV5BMjc5YmU3MjUtNmRhYy00MjQ5LWI1ZTMtOGQzYTE1N2I4ZTEzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0107076,"When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",4.255073603,20/08/93,97,Hard Target
Adventure Comedy Drama Family,https://m.media-amazon.com/images/M/MV5BMmRlODBjOWEtODViZS00NGNiLWEwNzYtYjIyZWQwZThhODBkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0107131,"Remake of the popular Disney classic, this time featuring some well known voices as two dogs and a cat trek across America encountering all sorts of adventures in the quest to be reunited with their owners.",2.966666667,3/02/93,84,Homeward Bound: The Incredible Journey
Drama History Thriller Crime Romance Foreign Comedy,https://m.media-amazon.com/images/M/MV5BYTRkYzFkOWItODhhNS00MGQ2LWI4YmItMWRkM2RkYzg1ZGUzXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,tt0107146,"Bizarre black comedy about 15th-century Paris lawyer Richard Courtois (Firth) who decides to ply his trade in the country, only to find things stranger than he can imagine. His first case turns out to be defending a pig that's accused of murdering a child. And the pig is owned by beautiful gypsy Samira (Annabi), so the idealistic lawyer can fall in love (or lust). There's religion and superstition, there's power struggles, there's ignorance versus knowledge--things sound very modern indeed.",3.516853933,25/09/93,102,The Advocate
Romance Drama,https://m.media-amazon.com/images/M/MV5BOWRmNjFkOGQtNjk1MC00OWM0LWE3YjItNWIxNWM5MjYzZjcxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,tt0107151,"A rancher, his clairvoyant wife and their family face turbulent years in South America.",2.647834912,19/10/93,140,The House of the Spirits
Drama,https://m.media-amazon.com/images/M/MV5BMmYyOTgwYWItYmU3Ny00M2E2LTk0NWMtMDVlNmQ0MWZiMTMxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,tt0107207,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.",3.390029326,12/12/93,133,In the Name of the Father
Drama,https://m.media-amazon.com/images/M/MV5BODk3OWJhMTUtMTU2MC00ZjJmLTk2OGYtN2NiZGMxNmY4NzU3L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0107211,"Robert Redford stars as billionaire John Gage, who offers a down-on-his-luck yuppie husband (Woody Harrelson) $1 million for the opportunity to spend the night with the man's wife (Demi Moore).",3.343231441,7/04/93,117,Indecent Proposal
Action Thriller Crime,https://m.media-amazon.com/images/M/MV5BMmYzNDBhMTItZGJjMy00MjE1LTk2YmQtZGY2ZmQ0NDYzOTM1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0107286,"While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat &amp; mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama",3.841763757,15/10/93,110,Judgment Night
Adventure ScienceFiction,https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_SX300.jpg,tt0107290,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",3.344407121,11/06/93,127,Jurassic Park
Action Thriller War,https://m.media-amazon.com/images/M/MV5BYzhkMjQ2YTUtMDFmNS00MmQ5LTllYTUtYWRkMzE5NjI0NmYzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg,tt0107316,"An American colonel will pay any price to defeat the Viet Cong. When his unauthorized fighting force in Cambodia is discovered, he becomes a one man army, fighting a war of his own for a cause he knows is just.",2.555555556,1/01/93,81,Kill Zone
Drama History,https://m.media-amazon.com/images/M/MV5BZjU2MWM4NjctYTRlYi00MzBiLWI1NmItMmE4ODdlOGZmMTcyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0107426,Little Buddha is a movie about the life of Siddhartha starring Keanu Reeves and Bridget Fonda and directed by Bernardo Bertolucci.,3.225526075,1/12/93,140,Little Buddha
Thriller,https://m.media-amazon.com/images/M/MV5BYTA4YTdkZTUtMmIyNC00NzMwLTg1MDEtYzBmNGJlY2RiY2ViXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,tt0107451,"The beautiful Lauren gets married with an older man. She is unexpectedly confronted with her ex, an escaped criminal.",3.680442804,5/12/93,96,LoveU+002CCheat & Steal
Documentary,https://m.media-amazon.com/images/M/MV5BMTY0NDI5NDMzNl5BMl5BanBnXkFtZTcwNDk5MjcyMQ@@._V1_SX300.jpg,tt0107455,A documentary insight behind the scenes of Roberts Altman's Short Cuts.,3.5,26/03/93,90,LuckU+002CTrust & Ketchup: Robert Altman in Carver Country
Drama Romance,https://m.media-amazon.com/images/M/MV5BODhhMGEwOGEtNDJjMi00OWQ1LThlZjItNTk3Y2IzZThlNjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,tt0107468,"In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",3.558290155,9/09/93,101,M. Butterfly
Drama Crime,https://m.media-amazon.com/images/M/MV5BZGUyZGZiMjktN2ViNS00MTkyLTgzMGQtNmE2YmFiNzFlMjllXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0107497,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",2.592857143,29/09/93,107,Malice
Crime Drama,https://m.media-amazon.com/images/M/MV5BOWNhOWRhZGItZTdmNC00YjMyLTk2MzYtYjZjMDUwYmQ4NTljXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,tt0107566,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",3.0125,8/06/94,92,Mi Vida Loca
Drama Romance,https://m.media-amazon.com/images/M/MV5BMzFhODUzNjgtMTVjZi00ODg1LTk5ZTAtOTZhNDZkZGU3NGMwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,tt0107611,"The story about the relationship between a manic depressive man, Mr Jones, and the female doctor who takes more than a professional interest in his treatment.",2.95248538,8/10/93,114,Mr. Jones
Comedy Drama Family,https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_SX300.jpg,tt0107614,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",2.86170941,24/11/93,125,Mrs. Doubtfire
Animation Family Adventure,https://m.media-amazon.com/images/M/MV5BZmRlNmIzOWEtMzA2YS00ODQ2LThhZjEtMjkyNDJlNjJmNTI0XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,tt0107745,"A young mouse, mole and hedgehog risk their lives to find a cure for their badger friend, who's been poisoned by men.",3.492592593,18/06/93,71,Once Upon a Forest
Drama Mystery,https://m.media-amazon.com/images/M/MV5BMjE2ZWVkOTUtNWM5Zi00ZTY3LTgxY2QtOGI0MzQ0OTdjYzMzXkEyXkFqcGdeQXVyMjExMjk0ODk@._V1_SX300.jpg,tt0107812,The owner of a cosmetics company is unveiling a new cream which she claims she's been using. She's been keeping her age a secret and now reveals that she's 60 and owes her appearance to the cream. She's later killed and the formula missing. Her husband is arrested and Perry defends him.,3,19/02/93,91,Perry Mason: The Case of the Skin-Deep Scandal
Drama Romance,https://m.media-amazon.com/images/M/MV5BMWVkNzg3NDktOTFmMi00YjU2LTk0MzMtYTVjZjRiYTliZDkzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,tt0107822,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",3.452380952,19/05/93,121,The Piano
Drama Romance,https://m.media-amazon.com/images/M/MV5BZTk0YjE0ZTAtNDcyZC00MmRhLWFhYWQtZDVjN2U3ZDdjN2UzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0107840,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",3.610638298,23/07/93,109,Poetic Justice
Action Crime Drama Thriller,https://m.media-amazon.com/images/M/MV5BM2YwNjM0MDItMzYzYS00Yzc3LWE3M2YtOTU2OTdmYWYyYjlkXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,tt0107927,"Karen McCoy is released from prison with nothing but the clothes on her back. Before being incarcerated Karen was the bank robber of her time, but now she wishes for nothing more than to settle down and start a new life. Unfortunately between a dirty parole officer, old business partners, and an idiot ex-husband she will have to do the unthinkable in order to save her son.",2.976047904,10/09/93,100,The Real McCoy
Drama Romance,https://m.media-amazon.com/images/M/MV5BNDYwOThlMDAtYWUwMS00MjY5LTliMGUtZWFiYTA5MjYwZDAyXkEyXkFqcGdeQXVyNjY1NTQ0NDg@._V1_SX300.jpg,tt0107943,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,3.960110241,5/11/93,134,The Remains of the Day
Drama Action Thriller,https://m.media-amazon.com/images/M/MV5BMjExNzIzNjQ1N15BMl5BanBnXkFtZTcwMzE1NDUxMQ@@._V1_SX300.jpg,tt0107962,Johnny Woo and Julie play an enduring couple who survive all sorts of interference from rival kick-box gangs in their effort to put a little romance in their lives.,3.815286624,17/03/93,94,Ring of Fire II: Blood and Steel
Action Drama Thriller,https://m.media-amazon.com/images/M/MV5BMTNjYzRjYjMtMWY4ZS00NzU1LTlmMGUtOWY5OTg4N2IyMjQ1XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0107969,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",3.312348668,30/07/93,125,Rising Sun
Action Adventure Crime ScienceFiction Thriller,https://m.media-amazon.com/images/M/MV5BYTVlYjZiMGEtZWQyMy00NTE5LWFmNmYtNjFjMjk1YjNiOGZmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,tt0107978,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",2.608391608,17/04/93,104,RoboCop 3
Action Crime Drama Thriller,https://m.media-amazon.com/images/M/MV5BNTY1OTA1ZDEtNzVmNi00MWEwLWJlYjItM2UyZDhmNmZiZDE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,tt0107983,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,2.566909659,13/09/93,100,Romeo Is Bleeding
Drama History War,https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,tt0108052,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,2.707178841,29/11/93,195,Schindler's List
Action Adventure History War,https://m.media-amazon.com/images/M/MV5BNTlkMDQ4OWUtOGViMS00OTc4LTk2MTktNGJjNjJiMmE1ZWNhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0108108,"During the Peninsular War in Spain against the French, Sergeant Richard Sharpe saves the life of Arthur Wellesley, the future Duke of Wellington and is promoted to Lieutenant. In order to pay the troops Wellesley needs a money draft from the banker Rothschild, but fears he has been captured by the French and sends Sharpe behind enemy lines to find him. Sharpe is given command of a platoon of crack riflemen, led by the surly Irishman Harper and including Hagman and Harris, who resent Sharpe as not being a 'proper officer'.",3.19047619,5/05/93,102,Sharpe's Rifles
Comedy Drama,https://m.media-amazon.com/images/M/MV5BMGNmYWM1MDAtNjU1NS00YzA1LTgzZDQtMzIyMTNiNzkyNzBhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,tt0108122,"Multi-storied, fish-eyed look at American culture with some 22 characters intersecting--profoundly or fleetingly--through each other's lives. Running the emotional gamut from disturbing to humorous, Altman's portrait of the contemporary human condition is nevertheless fascinating. Based on nine stories and a prose poem by Raymond Carver.",3.18403171,5/09/93,187,Short Cuts
Western Drama Horror,https://m.media-amazon.com/images/M/MV5BMmQwOGUyMDYtN2YxNy00M2Y3LTg1MmMtNDk3ZThiZDQwMzA2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,tt0108135,"Mad with grief after the death of his Kiowa wife, Roe awaits death under a tree with her body beside him. She begins to haunt him because he won't bury her. His father, who bought him the wife, thinks her sister might reason with Roe.",3.788461538,28/01/93,102,Silent Tongue
Music Comedy,https://m.media-amazon.com/images/M/MV5BMmM0YjY5YjctYzljMy00ODcxLWI3ZDItMmE1MGU5YTI5MzI3XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,tt0108147,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous local authority chief Mr. Crisp.",3.350220264,9/12/93,107,Sister Act 2: Back in the Habit
Comedy Drama Romance,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,tt0108160,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dadâ€™s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,4.339810759,24/06/93,105,Sleepless in Seattle
Drama Thriller,https://m.media-amazon.com/images/M/MV5BYWM4NTI2N2MtMWY2Mi00YzUwLTg4MDEtOWRjMTY4Njg0MDU4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,tt0108162,A women moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after the tenant fell from the balcony.,2.378873239,21/05/93,108,Sliver
Drama Thriller,https://m.media-amazon.com/images/M/MV5BMTMxNzU2MDY5N15BMl5BanBnXkFtZTcwODU1MTUxMQ@@._V1_SX300.jpg,tt0108181,"25 years after committing a double murder, Karl Childers is going to be released from an institution for the criminally insane. A local reporter comes to talk to him, and listens in horror about his life leading up to the crime. This is the short film that inspired the full-length ""Sling Blade""",3.629496403,26/03/94,25,Some Folks Call It a Sling Blade
Drama Thriller Mystery Romance,https://m.media-amazon.com/images/M/MV5BY2M1ZGJkMTItM2QwYS00Nzg0LWE2NjMtNWY1NTg1YzRkNWFlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,tt0108185,"Set in the south of the United States just after the Civil War, Laurel Sommersby is just managing to work the farm without her husband Jack, believed killed in the Civil War. By all accounts, Jack Sommersby was not a pleasant man, thus when he returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart...",3.408430493,5/02/93,109,Sommersby
Drama Action,https://m.media-amazon.com/images/M/MV5BNjVkODkyNmMtZjRiNi00ZGNiLTkwNTYtMzg2MzNiNzgxNDRlXkEyXkFqcGdeQXVyODg2MjMxMTc@._V1_SX300.jpg,tt0108230,"Ex-con attempting to go straight runs across serious problems. His girlfriend gets arrested for dealing crack to an undercover police officer. In a desperate attempt to get the charges dropped against his woman, he strikes deal with weapons cop to turn in local gun dealers. How ever, the D.A. is not satisfied with the results, resulting in some serious game playing and double crossing.",3.407051282,21/08/93,104,Strapped
Romance Drama Comedy Fantasy,https://m.media-amazon.com/images/M/MV5BOGY2YmM4ZTgtNGQ0YS00MjhlLTg5ZTUtNTE4YTI3NmFjNDRjXkEyXkFqcGdeQXVyMTExODI5NDIz._V1_SX300.jpg,tt0108235,After discovering a time tunnel to 1960-ies a journalist decides to make some cash out of it.,3.5,6/06/93,96,Wandering Sagittarius
Action Adventure Comedy Family Fantasy ScienceFiction,https://m.media-amazon.com/images/M/MV5BYTA1MDliMWUtYzIzZC00Yjc2LWE1MTYtNWI1YzE5NzIxMzFmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,tt0108308,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",2.08374313,17/03/93,96,Teenage Mutant Ninja Turtles III
Drama,https://m.media-amazon.com/images/M/MV5BODA5ZTBjNjktZTc0OS00Yjc5LWJiNzUtYmRhYjVkYTI4MWExL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,tt0108330,"In 1957, a son and mother flee the East and an abusive boyfriend to find a new life, and end up in Seattle, where the mother meets a polite garage mechanic. The boy continually gets into trouble by hanging out with the wrong crowd. The mom marries the mechanic, but they soon find out that he's an abusive and unreasoning alcoholic, and they struggle to maintain hope in an impossible situation as the boy grows up with plans to escape the small town by any means possible. Based on a true story by Tobias Wolff.",2.784810127,9/04/93,115,This Boyâ€™s Life
Comedy Drama Romance,https://m.media-amazon.com/images/M/MV5BYWJiYjI0YTctMmI2ZS00YWU5LWI0NDEtNjE0OTY0MTk4MDA3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,tt0108334,A lesbian hires a male escort to break the heart of the bisexual woman who has just dumped her.,3.735820896,30/04/93,110,Three of Hearts
ScienceFiction,https://m.media-amazon.com/images/M/MV5BMmI1MzhkMzAtZTU4NC00NDJkLTkxYWEtYTFkZTc4NGIxNjA2XkEyXkFqcGdeQXVyMjAxMjEzNzU@._V1_SX300.jpg,tt0108342,"During the alien invasion of 2022, one man flees through a wormhole to 1992, where attempt after attempt is made to catch and kill him.",2.615384615,17/03/93,90,Time Runner
Horror,https://m.media-amazon.com/images/M/MV5BNjQ4Y2RmZTAtNDFiZi00ZGZiLTgxNWEtNGNjM2YxNWZlN2MyL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,tt0108350,"A young girl travels to Cairo to visit her father, and becomes unwillingly involved with a bizarre sadomasochistic cult led by the charismatic Paul Chevalier, who is a descendant of the Marquis de Sade.",2.936170213,9/11/93,98,Night Terrors
Action Thriller Crime Romance,https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,tt0108399,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",3.754095332,9/09/93,120,True Romance
