"imdb_id","genres","overview","release_date","runtime","title","rating","image_link"
"tt0054038","Adventure Fantasy ScienceFiction","Professor Challenger leads an expedition of scientists and adventurers to a remote plateau deep in the Amazonian jungle to verify his claim that dinosaurs still live there.","1960-07-13",97,"The Lost World",2.28676470588235,"https://m.media-amazon.com/images/M/MV5BMGQ3NzlmNzktNzU2Mi00NDlhLWI4YjYtZTljZjllNjg4MGZkL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"
"tt0054047","Western","An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.","1960-10-22",128,"The Magnificent Seven",3.45955882352941,"https://m.media-amazon.com/images/M/MV5BMzYyNzU0MTM1OF5BMl5BanBnXkFtZTcwMzE1ODE1NA@@._V1_SX300.jpg"
"tt0054086","Comedy Romance","When her father dies, Epifania Parerga, an Italian in London, becomes the world's richest woman. She feels incomplete without a husband and falls in love with a humble, Indian physician, Ahmed el Kabir, much loved by his indigent English patients.","1960-10-18",89,"The Millionairess",2.16666666666667,"https://m.media-amazon.com/images/M/MV5BOWNkOGE4MWYtNzYzMC00YzI3LTk2N2ItMzJmNmE1YmM2YTlmXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg"
"tt0054095","Drama War","In 1944, in eastern part of China, U.S.Army Major Baldwin and his volunteer team of demolition engineers are left behind the retreating Chinese forces. Their task is to slow down the Japanese advance into eastern China by blowing up bridges, roads, airfields and munitions dumps. They start by blowing up an American airfield and ammo dump. They receive the order to destroy a vital bridge over a mountain pass.The team uses a few army trucks to move around. At the bridge, they encounter a Nationalist Chinese Army unit in charge of guarding the bridge. Thanks to an American soldier who speaks some Chinese, Major Baldwin requests the permission, from the Chinese commander, to blow up the bridge.The Chinese colonel agrees but asks the American Major to do him a favor by also destroying a munitions dump located at some distance away.He also requests that Madame Sue-Mei Hung, the widow of a Chinese colonel, be transported by the American demolition team to the nearest major town.","1960-06-15",102,"The Mountain Road",2.8125,"https://m.media-amazon.com/images/M/MV5BMzYzYzcwM2ItOWQ0Yy00YzgwLTk0YWMtOGJmMDA5ZmExOGU5XkEyXkFqcGdeQXVyMzYyMzU2OA@@._V1_SX300.jpg"
"tt0054127","Western","Sam and George strike gold in Alaska. George sends Sam to Seattle to bring George's fiancé back to Alaska. Sam finds she is already married, and returns instead with Angel. Sam, after trying to get George and Angel together, finally romances Angel, who, in the meantime, is busy fighting off the advances of George's younger brother, Billy.","1960-11-07",122,"North to Alaska",2.80362116991643,"https://m.media-amazon.com/images/M/MV5BN2QyYjQ3YmYtODkxYi00Njc3LTg2ODItNjM5MjdjMzhiYmFkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"
"tt0054135","Thriller Music Comedy Crime","Ocean's Eleven is the 'Rat-Pack' comedy about robber Danny Ocean and his gang's attempt to rob the five biggest casinos in Las Vegas.","1960-02-17",127,"Ocean's Eleven",3.72327964860908,"https://m.media-amazon.com/images/M/MV5BMjA5MzU1ODQzOF5BMl5BanBnXkFtZTgwNTA2MDE3MTE@._V1_SX300.jpg"
"tt0054197","Drama Thriller","A pair of lovers plot to kill the woman's rich husband.","1960-07-27",112,"Portrait in Black",3.09803921568627,"https://m.media-amazon.com/images/M/MV5BOWMyYzAxMjktNjlmMC00ODU4LWFkZGQtZDhmZWQ4YzY4ZTA1XkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_SX300.jpg"
"tt0054205","Documentary","Primary is a documentary film about the primary elections between John F. Kennedy and Hubert Humphrey in 1960. Primary is the first documentary to use light equipment in order to follow their subjects in a more intimate filmmaking style. This unconventional way of filming created a new look for documentary films where the camera’s lens was right in the middle of what ever drama was occuring.","1960-01-01",60,"Primary",2.5,"https://m.media-amazon.com/images/M/MV5BMTkyODI3NTYzN15BMl5BanBnXkFtZTgwNjY2MTI1OTE@._V1_SX300.jpg"
"tt0054215","Drama Horror Thriller","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.","1960-06-16",109,"Psycho",3.51622020941736,"https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"
"tt0054240","Fantasy Horror","Orgy of the Dead is an unrated 1965 film directed by Stephen C. Apostolof under the alias A. C. Stephen. The screenplay was adapted by cult film director Edward D. Wood, Jr from his own novel. It is a combination of horror and erotica, and is something of a transition for Wood, who began as a horror writer and later began writing pornography.","1965-01-01",92,"Orgy of the Dead",3.28,"https://m.media-amazon.com/images/M/MV5BZjE3MDFmZGUtM2Q3Mi00ZDY5LWE0ZmUtYTQ2NmFmOWQ0ZTRhXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg"
"tt0054331","Action Drama History","Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.","1960-10-06",197,"Spartacus",2.77247191011236,"https://m.media-amazon.com/images/M/MV5BMjc4MTUxN2UtMmU1NC00MjQyLTk3YTYtZTQ0YzEzZDc0Njc0XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg"
"tt0054387","Thriller Adventure Fantasy ScienceFiction Romance","A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.","1960-08-17",103,"The Time Machine",3.29159935379645,"https://m.media-amazon.com/images/M/MV5BYzEwNGJiY2EtYTZmYi00NjZhLWEwZmUtMjc0MTJlODgzZmY4XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg"
"tt0054403","History Drama","The flamboyant Victorian wit (Peter Finch) sues the Marquess of Queensberry for a sodomy slur, but it boomerangs.","1960-05-01",130,"The Trials of Oscar Wilde",3.34090909090909,"https://m.media-amazon.com/images/M/MV5BNjE4MzIzMmUtOGNiMi00MDE3LTlmMTUtNTBiOTY5ZjE0NThhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"
"tt0054416","Horror ScienceFiction Romance","After a series of scientific experiments directed towards freeing the inner man and controlling human personalities, the kindly, generous Dr Henry Jekyll succeeds in freeing his own alter ego, Edward Hyde, a sadistic, evil creature whose pleasure is murder.","1960-10-24",88,"The Two Faces of Dr. Jekyll",2.86507936507937,"https://m.media-amazon.com/images/M/MV5BOTE2NTQyYjItZTMyOC00NWI2LTk2MjItMGE4NzM5NjczZGJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"
"tt0054428","Romance Western Drama","The neighbors of a frontier family turn on them when it is suspected that their adopted daughter was stolen from the local Kiawa tribe.","1960-01-01",125,"The Unforgiven",4.05361173814898,"https://m.media-amazon.com/images/M/MV5BZDhjY2Q3YjktMGIyYS00MDA4LWIyM2ItOGZmZWRkNDE1NmZlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"
"tt0054446","Comedy ScienceFiction Family","The weirdest alien of the galaxy pays a visit to Earth...  Jerry Lewis is Kreton, a childish alien who, against his teacher's will leaves his planet to visit the Earth, and lands in the backyard of a famous television journalist who doesn't believe in U.F.O's and aliens. Wanting to study humans but not able to fully understand them, Kreton makes a mess out of it, generating a lot of comic situations. Written by Alessio Quirino","1960-01-01",85,"Visit to a Small Planet",3.05555555555556,"https://m.media-amazon.com/images/M/MV5BY2IwZDAzOTgtODE1MC00NDA3LWE4OTAtNTY1ZGEyNjQxM2FmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg"
"tt0054473","Comedy","In order to get back into the good graces with his wife with whom he has had a misunderstanding, a young chemistry professor concocts a wild story that he is an undercover FBI agent. To help him with his story he enlists the aid of a friend who is a TV writer. The wife swallows the story and the film's climax takes place in the sub-basements of the Empire State Building. The professor and his friend, believing themselves prisoners on an enemy submarine, patriotically try to scuttle the vessel and succeed only in rocking the building.","1960-04-15",115,"Who Was That Lady?",2.75,"https://m.media-amazon.com/images/M/MV5BNzQwNjRjYzEtZDkxNS00MjQyLTg1NTctNTc5YzA3MzU5MWYyXkEyXkFqcGdeQXVyMTEyODk3NTgz._V1_SX300.jpg"
"tt0054476","History Drama Romance","A young field administrator for the TVA comes to rural Tennessee to oversee the building of a dam on the Tennessee River. He encounters opposition from the local people, in particular a farmer who objects to his employment (with pay) of local black laborers. Much of the plot revolves around the eviction of an elderly woman from her home on an island in the River, and the young man's love affair with that woman's widowed granddaughter.","1960-05-01",110,"Wild River",3.83333333333333,"https://m.media-amazon.com/images/M/MV5BZjUxMzg1MzQtNTQ3ZC00NjNhLTgwY2ItZjBlMGY0NDI4NjE4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"
"tt0054561","TVMovie Drama","Based on Graham Greene's novel about a flawed but devoted priest in 1930s Mexico who attempts to perform his duties while eluding a police lieutenant determined to capture him.","1961-10-29",90,"The Power and the Glory",3.66666666666667,"https://m.media-amazon.com/images/M/MV5BMTI0NzY5MTQyOF5BMl5BanBnXkFtZTcwNjI0MTgyMQ@@._V1_SX300.jpg"
"tt0054651","Comedy","Anthropology Professor Bruce Patterson (Terry Thomas) has the natural British charm that allures women automaticaly. When his fiancée Helen Bushmill (Celeste Holm) is abroad for an extended time, he has to fight the neighborhood ladies and his students away. Helen has failed to tell him that she has a seventeen year old daughter Libby (Tuesday Weld) who shows up at her mothers home unaware that she in engaged.","1962-01-12",91,"Bachelor Flat",2.97674418604651,"https://m.media-amazon.com/images/M/MV5BODNmYzJiMTUtODUyZC00NzY4LTg4ZmMtOTQ3MWIxMzM3YWExXkEyXkFqcGdeQXVyMzk3NTUwOQ@@._V1_SX300.jpg"
"tt0054698","Comedy Drama Romance","Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.","1961-10-05",110,"Breakfast at Tiffany's",3.46088472434081,"https://m.media-amazon.com/images/M/MV5BNGEwMTRmZTQtMDY4Ni00MTliLTk5ZmMtOWMxYWMyMTllMDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"
"tt0054724","Horror","A cancer researcher on a remote Caribbean island discovers that by treating the natives with snake venom he can turn them into bug-eyed zombies. Uninterested in this information, the unfortunate man is forced by his evil employer to create an army of the creatures in order to conquer the world.","1971-10-29",84,"I Eat Your Skin",3.33333333333333,"https://m.media-amazon.com/images/M/MV5BNzM3ZjVkYjAtOGIyZS00MjBiLWE5YmQtZDI4NTAzZTFmNGEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI5NjY3MDU@._V1_SX300.jpg"
"tt0054854","Comedy Animation","Simple story about the man who comes to the beach and uses inflatable objects for all of his needs.","1961-12-31",10,"The Substitute",2.4,"https://m.media-amazon.com/images/M/MV5BNGYwZTRmZDAtYjkyMS00NGNiLWFlNzQtYTlmOThlZjYxZDI4XkEyXkFqcGdeQXVyNTE1OTcyMDA@._V1_SX300.jpg"
"tt0054873","Drama","A judge, a district attorney and a U. S. senator--each hoping to be elected the next governor--attempt to manipulate a murder trial to advance their own political ambitions. Director Vincent Sherman's 1961 drama stars Efrem Zimbalist Jr., Don Ameche, Jack Kelly, Angie Dickinson, Herbert Marshall, Jesse White, Parley Baer, Carroll O'Connor, Ray Danton, Andra Martin, Rhodes Reason and Louise Lorimer.","1961-01-28",117,"A Fever In The Blood",4.5,"https://m.media-amazon.com/images/M/MV5BNDIxNTYwYTgtMzIzNC00NDFiLWFmNDAtNjA5MDdkM2JiYzA5XkEyXkFqcGdeQXVyNDcxNDkxMjA@._V1_SX300.jpg"
"tt0054880","Drama","Filmmaker and artist Jack Smith described his own film as a “comedy set in a haunted movie studio.” Flaming Creatures begins humorously enough with several men and women, mostly of indeterminate gender, vamping it up in front of the camera and participating in a mock advertisement for an indelible, heart-shaped brand of lipstick. However, things take a dark, nightmarish turn when a transvestite chases, catches and begins molesting a woman. Soon, all of the titular “creatures” participate in a (mostly clothed) orgy that causes a massive earthquake. After the creatures are killed in the resulting chaos, a vampire dressed like an old Hollywood starlet rises from her coffin to resurrect the dead. All ends happily enough when the now undead creatures dance with each other, even though another orgy and earthquake loom over the end title card.","1963-04-29",45,"Flaming Creatures",3.10397074190178,"https://m.media-amazon.com/images/M/MV5BMzNlOTAyYzEtNTMyZC00YjQ3LWExOTUtY2Y2MWQzZjQyZWJkXkEyXkFqcGdeQXVyMzI4MzkxNTY@._V1_SX300.jpg"
"tt0054881","ScienceFiction Thriller","Three scientists; a nuclear physicist, a rocket expert, and a mathematical genius, are involved in atomic research find themselves in a highly uncomfortable situation when unknown forces pull the jet airliner they're passengers on into a dimension that's beyond time. Here, the men find themselves on trial for participating in the creation of the Bomb. This oddball sci-fi thriller from the Cold War years takes on the moral issues linked to nuclear warfare and comes up with clear conclusions.","1961-09-01",71,"The Flight That Disappeared",2.25,"https://m.media-amazon.com/images/M/MV5BNGM2OGUyYTQtOGEyNC00MTc2LTkwNjUtYzM1OWVhZDYyMmI5XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"
"tt0054991","Drama","Based on the life of Fr. Charles Clark, a minister to street gangs.","1961-03-26",101,"The Hoodlum Priest",3.57307692307692,"https://m.media-amazon.com/images/M/MV5BODMwYTdmMDgtMGExMi00OTVhLTgzNmItNDQwMjcwYzQ0OTM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"
"tt0054997","Drama","Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.","1961-09-25",134,"The Hustler",2.73155737704918,"https://m.media-amazon.com/images/M/MV5BNTAwNGNlYWEtNDJlOC00NTE5LWJjNmQtMjExZDU2NDUyZTFlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"
"tt0055031","Drama History","In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.","1961-12-01",186,"Judgment at Nuremberg",2.99,"https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_SX300.jpg"
"tt0055048","Crime Drama","Gambler Arnold Rothstein (David Janssen) marries an actress (Dianne Foster), avenges his buddy (Mickey Rooney) and meets an underworld fate.","1961-06-11",106,"King of the Roaring 20's: The Story of Arnold Rothstein",2.25949367088608,"https://m.media-amazon.com/images/M/MV5BOWI1OTUwYmEtOTA1Yy00YjMwLTkzMzktNjg5YzkwZDBiYTA0XkEyXkFqcGdeQXVyMjIyNjE2NA@@._V1_SX300.jpg"
"tt0055118","Crime Drama","Killer Vincent ""Mad Dog"" Coll moves in on gangster Dutch Schultz in 1920s New York.","1961-05-12",88,"Mad Dog Coll",3.64629782548858,"https://m.media-amazon.com/images/M/MV5BYmNlNzgzZDAtNDMxNS00NDczLTk4NDgtMmY1NjEyNjE4ZDAzXkEyXkFqcGdeQXVyMTc5NDc1MDI@._V1_SX300.jpg"
"tt0055146","Drama","A man who served prison time for intent to molest a child tries to build a new life with the help of a sympathetic psychiatrist.","1961-06-07",127,"The Mark",2.5,"https://m.media-amazon.com/images/M/MV5BODZmYzg3YjItN2VlMS00ZGNiLWIxOTgtNDdjM2Q4NmI2ZWMyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"
"tt0055205","Drama Crime Mystery Comedy","Miss Marple believes she’s seen a murder in a passing by train yet when the police find no evidence she decides to investigate it on her own. Her inquisitions lead her to a mountain top. The first of four films starring Margaret Rutherford as Miss Marple that all achieved cult status.","1961-01-01",87,"Murder She Said",4.21303041018388,"https://m.media-amazon.com/images/M/MV5BMDQxY2M1ZTQtNWZmZi00NTIxLWFmMWQtMjVmNTIxNDU3MTNhXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg"
"tt0055256","Comedy Family","A Coca-Cola executive in West Berlin tries to keep the boss's daughter from marrying a Communist.","1961-12-15",115,"One, Two, Three",2.30935251798561,"https://m.media-amazon.com/images/M/MV5BOWQ2OGMxYzctMmQyOC00Y2M2LThjM2ItMzY1NmRiZmI0NzkwXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg"
"tt0055294","ScienceFiction","After an invisible asteroid draws an astronaut and his ship to its surface, he is miniaturized by the phantom planet's exotic atmosphere.","1961-12-13",82,"The Phantom Planet",3.21875,"https://m.media-amazon.com/images/M/MV5BMTMyODY5MTU5M15BMl5BanBnXkFtZTcwMDcxMTM4NA@@._V1_SX300.jpg"
"tt0055312","Comedy Drama","Damon Runyon's fairytale, sweet and funny, is told by director Frank Capra. Boozy, brassy Apple Annie, a beggar with a basket of apples, is as much as part of downtown New York as old Broadway itself. Bootlegger Dave the Dude is a sucker for her apples --- he thinks they bring him luck. But Dave and girlfriend Queenie Martin need a lot more than luck when it turns out that Annie is in a jam and only they can help: Annie's daughter Louise, who has lived all her life in a Spanish convent, is coming to America with a Count and his son. The count's son wants to marry Louise, who thinks her mother is part of New York society. It's up to Dave and Queenie and their Runyonesque cronies to turn Annie into a lady and convince the Count and his son that they are hobnobbing with New York's elite.","1961-12-18",136,"Pocketful of Miracles",3.01323891625616,"https://m.media-amazon.com/images/M/MV5BMGJjNWYwMjMtZTMxYy00YWYzLTgxNjctYmQxNWMyZTM4YjdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"
"tt0055459","Drama","A teenage girl is wrongfully accused of theft and is sent away to a harsh reform school.","1963-01-01",77,"So Evil, So Young",3.1,"https://m.media-amazon.com/images/M/MV5BMDhiMDg3MmUtNzdhOS00NTJlLThjYTgtMThhMTE2MDk2NDBhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg"
"tt0055489","Drama Romance","In a small Mississippi town in 1916, an eccentric spinster battles her romantic yearnings for the randy boy next door. A 1961 film, adapted from a Tennessee Williams play, starring Geraldine Page, Laurence Harvey, John McIntire, Una Merkel and Rita Moreno.","1961-11-16",118,"Summer and Smoke",3.32142857142857,"https://m.media-amazon.com/images/M/MV5BOGE3YmIyZDQtZDk1Ny00ZDg3LWFjYjctNzY0ZTlmNGFlODgyXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"
"tt0055583","ScienceFiction","In 1881, Michael Denning, an American soldier, and Hector Servadac, a French aristocrat, are about to have a duel over a woman that they both are infatuated with. However, just as the two men are about to shoot at each other, a comet strikes the Earth and the gravitational pull draws in the two men. Michael and Hector soon deduce that this comet has been periodically landing on Earth and gathering people and animals from various eras in time, including people and dinosaurs. The two men then decide to put their differences aside and fight for survival as well as help make peace between two warring tribes of cavemen. Written by Brian Washington","1961-10-31",82,"Valley of the Dragons",2.33333333333333,"https://m.media-amazon.com/images/M/MV5BMTc1MDY3NTU4OV5BMl5BanBnXkFtZTcwNTc0NDUxNQ@@._V1_SX300.jpg"
"tt0055608","Adventure Drama ScienceFiction","The crew of an atomic submarine battle to save the world from global destruction.","1961-07-12",105,"Voyage to the Bottom of the Sea",3.74012572027239,"https://m.media-amazon.com/images/M/MV5BYzc0NGM4ZDAtZTEwOS00Y2VhLWI2YmEtYTY2ZTdhMWJlNDkxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"
"tt0055614","Crime Drama Music","In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.","1961-10-18",152,"West Side Story",3.51582278481013,"https://m.media-amazon.com/images/M/MV5BMTM0NDAxOTI5MF5BMl5BanBnXkFtZTcwNjI4Mjg3NA@@._V1_SX300.jpg"
"tt0055623","Drama Romance","A troubled young man discovers that he has a knack for writing when a counselor encourages him to pursue a literary career.","1961-06-15",114,"Wild in the Country",3.75821596244131,"https://m.media-amazon.com/images/M/MV5BNDJiZTQzN2UtYjE0MS00ODQ4LWI2NzgtODU3NTM2ZDc3Yjk0XkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg"
"tt0055796","Drama Action","Billy is an innocent, naive seaman in the British Navy in 1797. When the ship's sadistic master-at-arms is murdered, Billy is accused and tried.","1962-11-12",119,"Billy Budd",2.77390438247012,"https://m.media-amazon.com/images/M/MV5BNzFiZDMyZjEtZTM1Zi00ZGM2LWEyNDYtYzFmY2E0ZGUyNTZiL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg"
"tt0055798","Drama","After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.","1962-07-03",147,"Birdman of Alcatraz",4.11103179753407,"https://m.media-amazon.com/images/M/MV5BMTc4NDc3MjIyMV5BMl5BanBnXkFtZTcwMTEyNDcyNA@@._V1_SX300.jpg"
"tt0055839","Horror Drama Mystery","A group of people visit a weird old man who is a student of the black arts. The man lives in an ancient, cursed castle. Soon people in the group start being killed off.","1962-03-20",110,"The Burning Court",2.33333333333333,"https://m.media-amazon.com/images/M/MV5BYzBhZGI0MTEtMWI2Yi00OGEwLTliYjQtZjU4ODA0NDUzMmMzXkEyXkFqcGdeQXVyNTA2NDc4OA@@._V1_SX300.jpg"
"tt0055875","Crime Comedy","A former burglar trying to go straight joins a rehabilitation scheme using much the same methods as AA. Through the process, he takes work as a department store Santa, where the endless parade of goods and money, not to mention the pretty young shop hands have him like a moth to a flame in no time flat.","1962-03-31",88,"Crooks Anonymous",3.5,"https://m.media-amazon.com/images/M/MV5BMWM3YzJiMzUtMzc0NC00NDNlLWJkNmEtNThmMDIxZjMzZmQ2XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"
"tt0055892","Romance Drama","The emotional story of a young man in a mental institution for teens who begins to understand his psychosis in the environment of others with mental and emotional problems. He finds intimacy with Lisa, a young woman suffering from schizophrenia.","1962-12-26",95,"David and Lisa",3.5,"https://m.media-amazon.com/images/M/MV5BYmY4ZjJhOWQtMjQ2NC00NmI0LWIxMDEtZDgyMTAyN2ViNWJiXkEyXkFqcGdeQXVyMzU4Nzk4MDI@._V1_SX300.jpg"
"tt0055893","ScienceFiction","Martians replace scientist &amp; his family to pave way for invasion.","1963-02-14",70,"The Day Mars Invaded Earth",2.75,"https://m.media-amazon.com/images/M/MV5BYjFjNzRkZDMtOGNiZi00ZDU2LTg5ODAtYmUwYjVkMTkxMGNhXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_SX300.jpg"
"tt0056121","Crime Drama Mystery","A woman is found murdered in a house along the coast from Brighton. Local detectives Fellows and Wilks lead an investigation methodically following up leads and clues mostly in Brighton and Hove but also further afield.","1962-08-21",107,"Jigsaw",2.62962962962963,"https://m.media-amazon.com/images/M/MV5BMWRlZWJmMTMtMTc0OC00NTY0LWFjMzEtMzg3ZWMwMmU3MzRmXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg"
"tt0056172","Adventure Drama History War","An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.","1962-12-10",216,"Lawrence of Arabia",4.03563995837669,"https://m.media-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg"
"tt0056193","Drama Romance","Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.","1962-06-13",153,"Lolita",3.47011621472053,"https://m.media-amazon.com/images/M/MV5BZTlmODM0ZTgtY2NkZS00Y2ZmLTkxMzktMTE4ZDg2NzNmNDkwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"
"tt0056211","Adventure Fantasy Drama Action Family","The son of a sorceress, armed with weapons, armour and six magically summoned knights, goes on a quest to save a princess from a vengeful wizard.","1962-04-01",80,"The Magic Sword",3.47916666666667,"https://m.media-amazon.com/images/M/MV5BN2ExNWMxYjQtZTg0OC00OTUxLThlYmMtMWFlNDM4ZGNhYjNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"
"tt0056218","Mystery Thriller","The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.","1962-10-24",126,"The Manchurian Candidate",3.64458804523425,"https://m.media-amazon.com/images/M/MV5BOTY0ZTA1ZjUtN2MyNi00ZGRmLWExYmMtOTkyNzI1NGQ2Y2RlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"
"tt0056241","Drama","The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.","1962-05-22",106,"The Miracle Worker",3.78109756097561,"https://m.media-amazon.com/images/M/MV5BMTQzODc4MTE1MF5BMl5BanBnXkFtZTcwMjYyODI1NA@@._V1_SX300.jpg"
"tt0056293","Comedy Fantasy ScienceFiction","A rich rocket scientist organizes an expedition to the moon, which they discover is inhabited by nude women.","1961-01-01",83,"Nude on the Moon",2.85714285714286,"https://m.media-amazon.com/images/M/MV5BZmYyNzYxYjYtYzNlZC00OWY2LWI4YjAtYWNmMGViMjM3NjFiXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg"
"tt0056341","Drama Comedy","George Haverstick, a Korean war veteran, hastily marries Isabel, whom he met in hospital while he was recovering from a nervous condition. To Isabel's horror, they drive to Florida on their honeymoon in an old hearse. They spend much of the time quarreling, and then, on Christmas eve, they visit George's war buddy, Ralph Baltz. However Ralph's wife Dorothea has just walked out on him, taking their child. Each couple then observes the marital difficulties of the other couple","1962-10-31",112,"Period of Adjustment",3.45454545454545,"https://m.media-amazon.com/images/M/MV5BODQzMDQ1YmItMDFmYi00NWRiLWIzNDMtNzMwNmYxMmViZDJiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg"
"tt0056415","Horror Thriller","A group of medical students undertake some silly and frightening endeavors in order to pledge a fraternity.","1962-02-01",71,"Ring of Terror",3.5,"https://m.media-amazon.com/images/M/MV5BZDM0YmM5YzEtMTkwMC00MTM1LWIwNTYtNGNkY2FlMzFkM2Q5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"
